Feret
2.8271
3.14637
2.91832
3.24881
2.82452
2.92081
2.67904
2.80643
3.11381
2.61022
3.64778
2.93573
2.83994
2.44313
2.98002
2.51072
2.75142
3.31315
2.60464
3.67561
3.50738
2.58219
2.95796
2.65721
2.91832
3.15791
2.51941
2.28932
2.71144
2.90081
2.37974
2.41315
2.98491
2.82452
2.8271
2.67087
3.31973
3.02608
2.37668
2.53668
2.57937
2.7856
2.75142
3.11381
2.48742
2.54528
3.50738
2.48742
3.62977
2.56522
3.43186
2.17519
2.81678
2.61022
2.94563
2.48449
2.75142
2.59063
2.77775
2.40409
3.4803
2.7567
2.83994
2.48742
2.51941
2.56522
2.75406
2.42819
2.55669
3.23759
2.81678
2.87813
2.77775
2.94563
3.70126
2.64623
2.81678
4.1675
2.17519
2.44015
3.56502
3.24881
2.51072
2.8142
2.60464
2.71144
2.41315
3.11381
3.56502
2.868
2.69799
2.59063
2.75406
2.7355
2.8142
2.48449
2.71144
2.51072
2.61022
2.59905
3.41698
2.67903
3.28224
3.13013
3.25999
3.03808
2.83994
2.92081
2.82452
3.61571
2.87813
3.14637
2.0618
3.70126
3.11381
3.19458
3.07618
2.7567
2.51941
2.98491
2.7567
2.95796
2.72216
3.42974
2.6352
3.62977
2.91832
2.75142
2.51941
2.64623
3.09034
2.64898
3.97987
4.0703
2.75142
2.65721
2.92081
2.71144
2.3209
3.59956
2.87813
3.07618
4.30665
3.51775
2.92081
2.94563
2.94563
2.72216
1.87699
2.59905
3.01644
2.84762
2.42819
3.62174
3.45511
2.92081
2.82452
4.1884
1.56855
3.14637
2.61022
4.71955
2.61022
3.33723
3.04526
2.44313
3.31973
3.11381
2.75142
3.62174
2.868
3.11381
4.24365
2.40409
2.13806
2.44313
3.31315
2.31776
3.01644
4.21439
4.71183
2.87813
3.17401
2.67903
3.16712
2.67903
3.18545
4.61821
3.20595
2.7355
3.52395
4.37041
3.56502
4.1605
3.24881
2.99707
2.64623
3.0927
3.62977
3.01644
2.79863
3.31315
4.35037
3.50738
3.0927
3.25999
4.46433
2.84762
2.61022
2.94563
3.76947
3.40631
2.44313
3.01644
2.96779
2.868
3.24881
2.75142
2.41315
2.55669
2.48742
3.11381
3.34594
2.67903
2.48742
3.04526
2.75406
2.93821
2.81678
2.59905
3.13246
2.7567
4.18319
3.45722
2.96779
3.23758
2.69799
2.59905
2.94563
2.48742
3.20595
3.18545
3.5507
2.67903
2.51941
3.45511
3.50738
3.04526
3.71696
3.28224
2.8271
2.91832
2.75406
2.65721
4.04698
2.54528
3.04526
4.01629
2.868
3.05481
3.52395
3.51775
2.61022
3.29552
3.77718
3.41485
2.96779
2.64898
2.57937
2.92081
2.98002
3.42974
3.83266
4.25051
3.93943
3.69141
3.62174
3.58741
2.868
2.98002
